Gene stable ID	HGNC symbol	Gene type	UniProtKB Gene Name symbol	Gene name
ENSMMUG00000027096		miRNA		mml-mir-339
ENSMMUG00000062040		protein_coding		
ENSMMUG00000065312		misc_RNA		Metazoa_SRP
ENSMMUG00000015099		protein_coding	JAKMIP1	JAKMIP1
ENSMMUG00000015099		protein_coding	JAKMIP1	JAKMIP1
ENSMMUG00000015099		protein_coding	JAKMIP1	JAKMIP1
ENSMMUG00000015099		protein_coding	JAKMIP1	JAKMIP1
ENSMMUG00000015099		protein_coding	JAKMIP1	JAKMIP1
ENSMMUG00000059608		protein_coding	FGFBP3	FGFBP3
ENSMMUG00000052267		lncRNA		
ENSMMUG00000056956		misc_RNA		Metazoa_SRP
ENSMMUG00000019100		protein_coding	UBXN7	UBXN7
ENSMMUG00000019100		protein_coding	UBXN7	UBXN7
ENSMMUG00000050931		lncRNA		
ENSMMUG00000019392		protein_coding	PTP4A3	PTP4A3
ENSMMUG00000019392		protein_coding	PTP4A3	PTP4A3
ENSMMUG00000008797		protein_coding	ABCG2	ABCG2
ENSMMUG00000008797		protein_coding	ABCG2	ABCG2
ENSMMUG00000054640		lncRNA		
ENSMMUG00000064718		protein_coding	FABP5	FABP5
ENSMMUG00000049779		misc_RNA		Metazoa_SRP
ENSMMUG00000020233		protein_coding	TANGO2	TANGO2
ENSMMUG00000020233		protein_coding	TANGO2	TANGO2
ENSMMUG00000020233		protein_coding	TANGO2	TANGO2
ENSMMUG00000007208		protein_coding	GPR146	GPR146
ENSMMUG00000063028		lncRNA		
ENSMMUG00000056422		protein_coding		
ENSMMUG00000053048		protein_coding		
ENSMMUG00000059629		lncRNA		
ENSMMUG00000003839		protein_coding	MAPKBP1	MAPKBP1
ENSMMUG00000003839		protein_coding	MAPKBP1	MAPKBP1
ENSMMUG00000054818		lncRNA		
ENSMMUG00000050374		lncRNA		
ENSMMUG00000011557		protein_coding	PDGFRB	PDGFRB
ENSMMUG00000011557		protein_coding	PDGFRB	PDGFRB
ENSMMUG00000011557		protein_coding	PDGFRB	PDGFRB
ENSMMUG00000051796		snoRNA		
ENSMMUG00000065329		lncRNA		
ENSMMUG00000000055		protein_coding	CMC1	CMC1
ENSMMUG00000000055		protein_coding	CMC1	CMC1
ENSMMUG00000050404		lncRNA		
ENSMMUG00000052768		snRNA		U6
ENSMMUG00000019401		protein_coding	FGF18	FGF18
ENSMMUG00000010241	CRYBG2	protein_coding	CRYBG2	CRYBG2
ENSMMUG00000010241	CRYBG2	protein_coding	CRYBG2	CRYBG2
ENSMMUG00000010241	CRYBG2	protein_coding	CRYBG2	CRYBG2
ENSMMUG00000010241	CRYBG2	protein_coding	CRYBG2	CRYBG2
ENSMMUG00000010241	CRYBG2	protein_coding	CRYBG2	CRYBG2
ENSMMUG00000010241	CRYBG2	protein_coding	CRYBG2	CRYBG2
ENSMMUG00000010241	CRYBG2	protein_coding	CRYBG2	CRYBG2
ENSMMUG00000010241	CRYBG2	protein_coding	CRYBG2	CRYBG2
ENSMMUG00000010241	CRYBG2	protein_coding	CRYBG2	CRYBG2
ENSMMUG00000017089		protein_coding	CCDC157	CCDC157
ENSMMUG00000017089		protein_coding	CCDC157	CCDC157
ENSMMUG00000032295		protein_coding	ZNF595	ZNF595
ENSMMUG00000007209		protein_coding	GPER1	GPER1
ENSMMUG00000050120		lncRNA		
ENSMMUG00000045063		misc_RNA		Metazoa_SRP
ENSMMUG00000050159		lncRNA		
ENSMMUG00000047024		protein_coding	PMP2	PMP2
ENSMMUG00000012144		protein_coding	SEMA6D	SEMA6D
ENSMMUG00000012144		protein_coding	SEMA6D	SEMA6D
ENSMMUG00000012144		protein_coding	SEMA6D	SEMA6D
ENSMMUG00000012144		protein_coding	SEMA6D	SEMA6D
ENSMMUG00000012144		protein_coding	SEMA6D	SEMA6D
ENSMMUG00000028901		protein_coding	MROH5	MROH5
ENSMMUG00000045268		misc_RNA		Metazoa_SRP
ENSMMUG00000015487		protein_coding	PCM1	PCM1
ENSMMUG00000015487		protein_coding	PCM1	PCM1
ENSMMUG00000015487		protein_coding	PCM1	PCM1
ENSMMUG00000015487		protein_coding	PCM1	PCM1
ENSMMUG00000015487		protein_coding	PCM1	PCM1
ENSMMUG00000015487		protein_coding	PCM1	PCM1
ENSMMUG00000015487		protein_coding	PCM1	PCM1
ENSMMUG00000015487		protein_coding	PCM1	PCM1
ENSMMUG00000015487		protein_coding	PCM1	PCM1
ENSMMUG00000019838		protein_coding	PDE8A	PDE8A
ENSMMUG00000019838		protein_coding	PDE8A	PDE8A
ENSMMUG00000019838		protein_coding	PDE8A	PDE8A
ENSMMUG00000019838		protein_coding	PDE8A	PDE8A
ENSMMUG00000055583		protein_coding		
ENSMMUG00000053434		snRNA		U6
ENSMMUG00000059307		misc_RNA		Metazoa_SRP
ENSMMUG00000051278		lncRNA		
ENSMMUG00000047256		protein_coding	LOC716016	
ENSMMUG00000047256		protein_coding	LOC716016	
ENSMMUG00000057021		protein_coding	KIAA1737	CIPC
ENSMMUG00000050771		lncRNA		
ENSMMUG00000064617		protein_coding		
ENSMMUG00000017058		protein_coding	UNCX	UNCX
ENSMMUG00000054597		misc_RNA		Metazoa_SRP
ENSMMUG00000008220		protein_coding	TNRC18	TNRC18
ENSMMUG00000008220		protein_coding	TNRC18	TNRC18
ENSMMUG00000008220		protein_coding	TNRC18	TNRC18
ENSMMUG00000008220		protein_coding	TNRC18	TNRC18
ENSMMUG00000008220		protein_coding	TNRC18	TNRC18
ENSMMUG00000008220		protein_coding	TNRC18	TNRC18
ENSMMUG00000008220		protein_coding	TNRC18	TNRC18
ENSMMUG00000008220		protein_coding	TNRC18	TNRC18
ENSMMUG00000008220		protein_coding	TNRC18	TNRC18
ENSMMUG00000008220		protein_coding	TNRC18	TNRC18
ENSMMUG00000024008		Y_RNA		Y_RNA
ENSMMUG00000020330		protein_coding	FBXW7	FBXW7
ENSMMUG00000020330		protein_coding	FBXW7	FBXW7
ENSMMUG00000020330		protein_coding	FBXW7	FBXW7
ENSMMUG00000053810		pseudogene		
ENSMMUG00000051381		misc_RNA		Metazoa_SRP
ENSMMUG00000004035		protein_coding	RNF168	RNF168
ENSMMUG00000049463		misc_RNA		Metazoa_SRP
ENSMMUG00000001058		protein_coding	TTC28	TTC28
ENSMMUG00000001058		protein_coding	TTC28	TTC28
ENSMMUG00000001058		protein_coding	TTC28	TTC28
ENSMMUG00000001058		protein_coding	TTC28	TTC28
ENSMMUG00000002145		protein_coding	JADE1	JADE1
ENSMMUG00000002145		protein_coding	JADE1	JADE1
ENSMMUG00000002145		protein_coding	JADE1	JADE1
ENSMMUG00000002145		protein_coding	JADE1	JADE1
ENSMMUG00000013506		protein_coding	PKP1	PKP1
ENSMMUG00000013506		protein_coding	PKP1	PKP1
ENSMMUG00000019691		protein_coding	G2E3	G2E3
ENSMMUG00000039020		protein_coding	LOC714265	
ENSMMUG00000039020		protein_coding	LOC714265	
ENSMMUG00000039020		protein_coding	LOC714265	
ENSMMUG00000003231		protein_coding	CCDC33	CCDC33
ENSMMUG00000003231		protein_coding	CCDC33	CCDC33
ENSMMUG00000014210		protein_coding	MTDH	MTDH
ENSMMUG00000014210		protein_coding	MTDH	MTDH
ENSMMUG00000014210		protein_coding	MTDH	MTDH
ENSMMUG00000014210		protein_coding	MTDH	MTDH
ENSMMUG00000014210		protein_coding	MTDH	MTDH
ENSMMUG00000014210		protein_coding	MTDH	MTDH
ENSMMUG00000014210		protein_coding	MTDH	MTDH
ENSMMUG00000014210		protein_coding	MTDH	MTDH
ENSMMUG00000057474		lncRNA		
ENSMMUG00000011748		protein_coding	RNF32	RNF32
ENSMMUG00000011748		protein_coding	RNF32	RNF32
ENSMMUG00000022692		protein_coding	DPH3	DPH3
ENSMMUG00000019991		protein_coding	DDC	DDC
ENSMMUG00000015360		protein_coding	MCM4	MCM4
ENSMMUG00000015360		protein_coding	MCM4	MCM4
ENSMMUG00000047576		misc_RNA		Metazoa_SRP
ENSMMUG00000030970		pseudogene		LMF2
ENSMMUG00000017627		protein_coding	BTAF1	BTAF1
ENSMMUG00000017627		protein_coding	BTAF1	BTAF1
ENSMMUG00000017627		protein_coding	BTAF1	BTAF1
ENSMMUG00000017627		protein_coding	BTAF1	BTAF1
ENSMMUG00000012540		protein_coding	MICALL2	MICALL2
ENSMMUG00000011779		protein_coding	HEATR5A	HEATR5A
ENSMMUG00000011779		protein_coding	HEATR5A	HEATR5A
ENSMMUG00000011779		protein_coding	HEATR5A	HEATR5A
ENSMMUG00000011779		protein_coding	HEATR5A	HEATR5A
ENSMMUG00000011779		protein_coding	HEATR5A	HEATR5A
ENSMMUG00000011779		protein_coding	HEATR5A	HEATR5A
ENSMMUG00000011779		protein_coding	HEATR5A	HEATR5A
ENSMMUG00000011779		protein_coding	HEATR5A	HEATR5A
ENSMMUG00000023124		protein_coding	TMEM43	TMEM43
ENSMMUG00000001092		protein_coding	TMEM63C	TMEM63C
ENSMMUG00000001092		protein_coding	TMEM63C	TMEM63C
ENSMMUG00000001092		protein_coding	TMEM63C	TMEM63C
ENSMMUG00000004034		protein_coding	WDR53	WDR53
ENSMMUG00000026849		miRNA		mml-mir-185
ENSMMUG00000037358		snoRNA		
ENSMMUG00000053301		lncRNA		
ENSMMUG00000005547		protein_coding	SF3A1	SF3A1
ENSMMUG00000005547		protein_coding	SF3A1	SF3A1
ENSMMUG00000023991		snRNA		U6
ENSMMUG00000057889		protein_coding	SMIM23	SMIM23
ENSMMUG00000042588		miRNA		mml-mir-571
ENSMMUG00000051896		lncRNA		
ENSMMUG00000056356		misc_RNA		Metazoa_SRP
ENSMMUG00000009207		protein_coding	ATP5F1C	ATP5F1C
ENSMMUG00000009207		protein_coding	ATP5F1C	ATP5F1C
ENSMMUG00000054814		protein_coding	FBXO45	FBXO45
ENSMMUG00000001993		protein_coding	NUP153	NUP153
ENSMMUG00000001993		protein_coding	NUP153	NUP153
ENSMMUG00000001993		protein_coding	NUP153	NUP153
ENSMMUG00000001993		protein_coding	NUP153	NUP153
ENSMMUG00000001993		protein_coding	NUP153	NUP153
ENSMMUG00000001993		protein_coding	NUP153	NUP153
ENSMMUG00000001993		protein_coding	NUP153	NUP153
ENSMMUG00000001993		protein_coding	NUP153	NUP153
ENSMMUG00000001993		protein_coding	NUP153	NUP153
ENSMMUG00000054178		lncRNA		
ENSMMUG00000045798		lncRNA		
ENSMMUG00000061844		lncRNA		
ENSMMUG00000020095		protein_coding	FABP9	FABP9
ENSMMUG00000020095		protein_coding	FABP9	FABP9
ENSMMUG00000050271		lncRNA		
ENSMMUG00000052342		misc_RNA		Metazoa_SRP
ENSMMUG00000064030		protein_coding	EOMES	EOMES
ENSMMUG00000055363	C8orf90	protein_coding		C8orf90
ENSMMUG00000023761		protein_coding	ENTPD7	ENTPD7
ENSMMUG00000038216		protein_coding	C9H10orf113	
ENSMMUG00000055242		protein_coding	MAMU-E	MAMU-E
ENSMMUG00000055242		protein_coding	MAMU-E	MAMU-E
ENSMMUG00000055242		protein_coding	MAMU-E	MAMU-E
ENSMMUG00000021637		protein_coding	NRROS	NRROS
ENSMMUG00000021637		protein_coding	NRROS	NRROS
ENSMMUG00000021637		protein_coding	NRROS	NRROS
ENSMMUG00000017457		protein_coding	PIGG	PIGG
ENSMMUG00000017457		protein_coding	PIGG	PIGG
ENSMMUG00000020987		protein_coding	FABP4	FABP4
ENSMMUG00000058191		lncRNA		
ENSMMUG00000054257		lncRNA		
ENSMMUG00000009088		protein_coding	MIOX	MIOX
ENSMMUG00000009088		protein_coding	MIOX	MIOX
ENSMMUG00000052108		Y_RNA		Y_RNA
ENSMMUG00000022690		protein_coding	GALNT15	GALNT15
ENSMMUG00000022690		protein_coding	GALNT15	GALNT15
ENSMMUG00000022690		protein_coding	GALNT15	GALNT15
ENSMMUG00000022690		protein_coding	GALNT15	GALNT15
ENSMMUG00000017153		protein_coding	ARVCF	ARVCF
ENSMMUG00000017153		protein_coding	ARVCF	ARVCF
ENSMMUG00000017153		protein_coding	ARVCF	ARVCF
ENSMMUG00000017153		protein_coding	ARVCF	ARVCF
ENSMMUG00000017153		protein_coding	ARVCF	ARVCF
ENSMMUG00000017153		protein_coding	ARVCF	ARVCF
ENSMMUG00000028427		snRNA		U1
ENSMMUG00000011750		protein_coding	LMBR1	LMBR1
ENSMMUG00000041517		protein_coding		
ENSMMUG00000055656		lncRNA		
ENSMMUG00000020863		protein_coding	NKX2-6	NKX2-6
ENSMMUG00000058325		protein_coding	AG	
ENSMMUG00000049663		misc_RNA		Metazoa_SRP
ENSMMUG00000062257		lncRNA		
ENSMMUG00000049620		lncRNA		
ENSMMUG00000025615		snoRNA		
ENSMMUG00000019337		protein_coding	FABP12	FABP12
ENSMMUG00000019337		protein_coding	FABP12	FABP12
ENSMMUG00000046056		lncRNA		
ENSMMUG00000000505		protein_coding	FIGNL1	FIGNL1
ENSMMUG00000052346		snRNA		U6
ENSMMUG00000003239		protein_coding	CYP11A1	CYP11A1
ENSMMUG00000003239		protein_coding	CYP11A1	CYP11A1
ENSMMUG00000023762		protein_coding	COX15	COX15
ENSMMUG00000051070		lncRNA		
ENSMMUG00000003773		protein_coding	CEP19	CEP19
ENSMMUG00000003773		protein_coding	CEP19	CEP19
ENSMMUG00000053293		misc_RNA		Metazoa_SRP
ENSMMUG00000059791		protein_coding	LOC721200	
ENSMMUG00000051948		lncRNA		
ENSMMUG00000013101		protein_coding	TAF3	TAF3
ENSMMUG00000013101		protein_coding	TAF3	TAF3
ENSMMUG00000058200		misc_RNA		Metazoa_SRP
ENSMMUG00000017588		protein_coding	NRP1	NRP1
ENSMMUG00000017588		protein_coding	NRP1	NRP1
ENSMMUG00000017588		protein_coding	NRP1	NRP1
ENSMMUG00000053837		lncRNA		
ENSMMUG00000019327		protein_coding	SLC4A7	SLC4A7
ENSMMUG00000019327		protein_coding	SLC4A7	SLC4A7
ENSMMUG00000019327		protein_coding	SLC4A7	SLC4A7
ENSMMUG00000018296		protein_coding		
ENSMMUG00000057449		lncRNA		
ENSMMUG00000055671		protein_coding		
ENSMMUG00000050299		lncRNA		
ENSMMUG00000025352		snRNA		U6
ENSMMUG00000002668	HAUS4	protein_coding	HAUS4	HAUS4
ENSMMUG00000014494		protein_coding	OTOR	OTOR
ENSMMUG00000062902		lncRNA		
ENSMMUG00000057670		protein_coding		
ENSMMUG00000056199		protein_coding	TNNT2	TNNT2
ENSMMUG00000056199		protein_coding	TNNT2	TNNT2
ENSMMUG00000050126		protein_coding		
ENSMMUG00000065041		misc_RNA		Metazoa_SRP
ENSMMUG00000015774		protein_coding	NPM3	NPM3
ENSMMUG00000053635		lncRNA		
ENSMMUG00000052866		misc_RNA		Metazoa_SRP
ENSMMUG00000051521		misc_RNA		Metazoa_SRP
ENSMMUG00000054296		lncRNA		
ENSMMUG00000063524		protein_coding		
ENSMMUG00000057275		protein_coding		
ENSMMUG00000003774		protein_coding	PIGX	PIGX
ENSMMUG00000050259		lncRNA		
ENSMMUG00000036815		snRNA		U6
ENSMMUG00000056773		lncRNA		
ENSMMUG00000051137		lncRNA		
ENSMMUG00000055645		misc_RNA		Metazoa_SRP
ENSMMUG00000050352		protein_coding	CDX1	CDX1
ENSMMUG00000063568		lncRNA		
ENSMMUG00000008223		protein_coding	UBE2V2	UBE2V2
ENSMMUG00000006944		protein_coding	GATA3	GATA3
ENSMMUG00000007561		protein_coding	ZDHHC22	ZDHHC22
ENSMMUG00000037809		snRNA		U7
ENSMMUG00000052421		protein_coding		
ENSMMUG00000019692		protein_coding	SCFD1	SCFD1
ENSMMUG00000019692		protein_coding	SCFD1	SCFD1
ENSMMUG00000019692		protein_coding	SCFD1	SCFD1
ENSMMUG00000054431		misc_RNA		Metazoa_SRP
ENSMMUG00000055354		lncRNA		
ENSMMUG00000007105		protein_coding	LRRC18	LRRC18
ENSMMUG00000039033		protein_coding	NOM1	NOM1
ENSMMUG00000029628		protein_coding	CCNB2	CCNB2
ENSMMUG00000029628		protein_coding	CCNB2	CCNB2
ENSMMUG00000029628		protein_coding	CCNB2	CCNB2
ENSMMUG00000058936		rRNA		5S_rRNA
ENSMMUG00000063275		lncRNA		
ENSMMUG00000051396		lncRNA		
ENSMMUG00000061769		miRNA		mml-mir-563
ENSMMUG00000062062		misc_RNA		Metazoa_SRP
ENSMMUG00000059617		lncRNA		
ENSMMUG00000062822		protein_coding	ADM2	ADM2
ENSMMUG00000044468		miRNA		mml-mir-3140
ENSMMUG00000050308		lncRNA		
ENSMMUG00000041901		misc_RNA		Metazoa_SRP
ENSMMUG00000059756		miRNA		mml-mir-7195
ENSMMUG00000016097		protein_coding		
ENSMMUG00000011559		protein_coding	SLC6A7	SLC6A7
ENSMMUG00000055461		protein_coding		
ENSMMUG00000045044		protein_coding	MIR1915HG	
ENSMMUG00000026785		Y_RNA		Y_RNA
ENSMMUG00000002146		protein_coding	SCLT1	SCLT1
ENSMMUG00000002146		protein_coding	SCLT1	SCLT1
ENSMMUG00000002146		protein_coding	SCLT1	SCLT1
ENSMMUG00000002146		protein_coding	SCLT1	SCLT1
ENSMMUG00000002146		protein_coding	SCLT1	SCLT1
ENSMMUG00000002146		protein_coding	SCLT1	SCLT1
ENSMMUG00000002146		protein_coding	SCLT1	SCLT1
ENSMMUG00000021825		protein_coding	SEMA7A	SEMA7A
ENSMMUG00000012033		protein_coding	PAK2	PAK2
ENSMMUG00000051303		pseudogene		
ENSMMUG00000015877		protein_coding	GBE1	GBE1
ENSMMUG00000015877		protein_coding	GBE1	GBE1
ENSMMUG00000050384		lncRNA		
ENSMMUG00000055008		misc_RNA		Metazoa_SRP
ENSMMUG00000061918		protein_coding	CUTC	CUTC
ENSMMUG00000061918		protein_coding	CUTC	CUTC
ENSMMUG00000012548		protein_coding	INTS1	INTS1
ENSMMUG00000012548		protein_coding	INTS1	INTS1
ENSMMUG00000012548		protein_coding	INTS1	INTS1
ENSMMUG00000012548		protein_coding	INTS1	INTS1
ENSMMUG00000056445		misc_RNA		Metazoa_SRP
ENSMMUG00000055717		lncRNA		
ENSMMUG00000002628		protein_coding	IMPA1	IMPA1
ENSMMUG00000002628		protein_coding	IMPA1	IMPA1
ENSMMUG00000002628		protein_coding	IMPA1	IMPA1
ENSMMUG00000054023		misc_RNA		Metazoa_SRP
ENSMMUG00000023647		protein_coding	SKIDA1	SKIDA1
ENSMMUG00000060131		misc_RNA		Metazoa_SRP
ENSMMUG00000016008		protein_coding	FBXW11	FBXW11
ENSMMUG00000016008		protein_coding	FBXW11	FBXW11
ENSMMUG00000016008		protein_coding	FBXW11	FBXW11
ENSMMUG00000016008		protein_coding	FBXW11	FBXW11
ENSMMUG00000016008		protein_coding	FBXW11	FBXW11
ENSMMUG00000016008		protein_coding	FBXW11	FBXW11
ENSMMUG00000016008		protein_coding	FBXW11	FBXW11
ENSMMUG00000016008		protein_coding	FBXW11	FBXW11
ENSMMUG00000016008		protein_coding	FBXW11	FBXW11
ENSMMUG00000018831		protein_coding	SLC24A5	SLC24A5
ENSMMUG00000010240		protein_coding	CD52	CD52
ENSMMUG00000060460		protein_coding	LSM8	LSM8
ENSMMUG00000018390		protein_coding	KCNMA1	KCNMA1
ENSMMUG00000018390		protein_coding	KCNMA1	KCNMA1
ENSMMUG00000018390		protein_coding	KCNMA1	KCNMA1
ENSMMUG00000018390		protein_coding	KCNMA1	KCNMA1
ENSMMUG00000018390		protein_coding	KCNMA1	KCNMA1
ENSMMUG00000018390		protein_coding	KCNMA1	KCNMA1
ENSMMUG00000018390		protein_coding	KCNMA1	KCNMA1
ENSMMUG00000017291		protein_coding	SMC4	SMC4
ENSMMUG00000062192		misc_RNA		Metazoa_SRP
ENSMMUG00000008475		protein_coding	AJUBA	AJUBA
ENSMMUG00000006340		protein_coding	SLC6A6	SLC6A6
ENSMMUG00000006340		protein_coding	SLC6A6	SLC6A6
ENSMMUG00000056863		protein_coding	MNX1	MNX1
ENSMMUG00000013507	LAD1	protein_coding	LAD1	LAD1
ENSMMUG00000054068		protein_coding	COMT	COMT
ENSMMUG00000054068		protein_coding	COMT	COMT
ENSMMUG00000054068		protein_coding	COMT	COMT
ENSMMUG00000037490		lncRNA		
ENSMMUG00000000504		protein_coding	IKZF1	IKZF1
ENSMMUG00000000504		protein_coding	IKZF1	IKZF1
ENSMMUG00000000504		protein_coding	IKZF1	IKZF1
ENSMMUG00000000504		protein_coding	IKZF1	IKZF1
ENSMMUG00000000504		protein_coding	IKZF1	IKZF1
ENSMMUG00000000504		protein_coding	IKZF1	IKZF1
ENSMMUG00000000504		protein_coding	IKZF1	IKZF1
ENSMMUG00000000504		protein_coding	IKZF1	IKZF1
ENSMMUG00000063915		lncRNA		
ENSMMUG00000004063		protein_coding	ARHGAP22	ARHGAP22
ENSMMUG00000004063		protein_coding	ARHGAP22	ARHGAP22
ENSMMUG00000004063		protein_coding	ARHGAP22	ARHGAP22
ENSMMUG00000004063		protein_coding	ARHGAP22	ARHGAP22
ENSMMUG00000048130		protein_coding	NGB	NGB
ENSMMUG00000048130		protein_coding	NGB	NGB
ENSMMUG00000048130		protein_coding	NGB	NGB
ENSMMUG00000064587		protein_coding		
ENSMMUG00000016881		protein_coding	C14H11orf42	C14H11orf42
ENSMMUG00000005553	TBC1D10A	protein_coding	TBC1D10A	TBC1D10A
ENSMMUG00000005553	TBC1D10A	protein_coding	TBC1D10A	TBC1D10A
ENSMMUG00000005553	TBC1D10A	protein_coding	TBC1D10A	TBC1D10A
ENSMMUG00000005553	TBC1D10A	protein_coding	TBC1D10A	TBC1D10A
ENSMMUG00000010480		protein_coding	TMCC2	TMCC2
ENSMMUG00000010480		protein_coding	TMCC2	TMCC2
ENSMMUG00000010480		protein_coding	TMCC2	TMCC2
ENSMMUG00000001432		protein_coding	TSNARE1	TSNARE1
ENSMMUG00000001432		protein_coding	TSNARE1	TSNARE1
ENSMMUG00000001432		protein_coding	TSNARE1	TSNARE1
ENSMMUG00000001432		protein_coding	TSNARE1	TSNARE1
ENSMMUG00000001432		protein_coding	TSNARE1	TSNARE1
ENSMMUG00000001432		protein_coding	TSNARE1	TSNARE1
ENSMMUG00000053646		lncRNA		
ENSMMUG00000050880		protein_coding		
ENSMMUG00000000649		protein_coding	UBXN11	UBXN11
ENSMMUG00000000649		protein_coding	UBXN11	UBXN11
ENSMMUG00000049221		misc_RNA		Metazoa_SRP
ENSMMUG00000050524		protein_coding	ANKRD7	ANKRD7
ENSMMUG00000019194		protein_coding	SFMBT2	SFMBT2
ENSMMUG00000012575		protein_coding	SYNCRIP	SYNCRIP
ENSMMUG00000012575		protein_coding	SYNCRIP	SYNCRIP
ENSMMUG00000015146		protein_coding	LOC699053	FTH1
ENSMMUG00000018834		protein_coding	MYEF2	MYEF2
ENSMMUG00000018834		protein_coding	MYEF2	MYEF2
ENSMMUG00000060925		protein_coding		
ENSMMUG00000026510		Y_RNA		Y_RNA
ENSMMUG00000042122		misc_RNA		Metazoa_SRP
ENSMMUG00000035191		snRNA		U4
ENSMMUG00000039094		protein_coding	TMEM154	TMEM154
ENSMMUG00000058986		lncRNA		
ENSMMUG00000063848		protein_coding		
ENSMMUG00000021288		protein_coding	ANKRD28	ANKRD28
ENSMMUG00000021288		protein_coding	ANKRD28	ANKRD28
ENSMMUG00000021288		protein_coding	ANKRD28	ANKRD28
ENSMMUG00000021288		protein_coding	ANKRD28	ANKRD28
ENSMMUG00000021288		protein_coding	ANKRD28	ANKRD28
ENSMMUG00000021288		protein_coding	ANKRD28	ANKRD28
ENSMMUG00000008477		protein_coding	C7H14orf93	C7H14orf93
ENSMMUG00000028039		snRNA		U6
ENSMMUG00000037824		lncRNA		
ENSMMUG00000037143		snoRNA		SNORD116
ENSMMUG00000015450		protein_coding	HACD3	HACD3
ENSMMUG00000015450		protein_coding	HACD3	HACD3
ENSMMUG00000052062		lncRNA		
ENSMMUG00000034107		snRNA		
ENSMMUG00000050292		snoRNA		SNORD116
ENSMMUG00000046222		protein_coding	TNNI1	TNNI1
ENSMMUG00000046222		protein_coding	TNNI1	TNNI1
ENSMMUG00000063665		protein_coding		
ENSMMUG00000062899		misc_RNA		Metazoa_SRP
ENSMMUG00000013793		protein_coding	BOD1	BOD1
ENSMMUG00000041736		protein_coding		
ENSMMUG00000061953		protein_coding		
ENSMMUG00000035508		snoRNA		SNORD116
ENSMMUG00000000747		protein_coding	STK19	STK19
ENSMMUG00000032865		snRNA		U6
ENSMMUG00000053779		lncRNA		
ENSMMUG00000051049		snoRNA		SNORD116
ENSMMUG00000055826		lncRNA		
ENSMMUG00000013585		protein_coding		
ENSMMUG00000048476		protein_coding	SLC10A5	SLC10A5
ENSMMUG00000054097		lncRNA		
ENSMMUG00000052327		lncRNA		
ENSMMUG00000051838		snoRNA		SNORD116
ENSMMUG00000056537		misc_RNA		Metazoa_SRP
ENSMMUG00000061213		lncRNA		
ENSMMUG00000059120		misc_RNA		Metazoa_SRP
ENSMMUG00000053758		misc_RNA		Metazoa_SRP
ENSMMUG00000050691		snoRNA		SNORD116
ENSMMUG00000057842		lncRNA		
ENSMMUG00000063554		misc_RNA		Metazoa_SRP
ENSMMUG00000049995		misc_RNA		Metazoa_SRP
ENSMMUG00000001095		protein_coding	POMT2	POMT2
ENSMMUG00000001095		protein_coding	POMT2	POMT2
ENSMMUG00000064725		snoRNA		SNORD116
ENSMMUG00000004313		protein_coding	PLCB1	PLCB1
ENSMMUG00000004313		protein_coding	PLCB1	PLCB1
ENSMMUG00000004313		protein_coding	PLCB1	PLCB1
ENSMMUG00000058569		lncRNA		
ENSMMUG00000023648	MLLT10	protein_coding	MLLT10	MLLT10
ENSMMUG00000023648	MLLT10	protein_coding	MLLT10	MLLT10
ENSMMUG00000023648	MLLT10	protein_coding	MLLT10	MLLT10
ENSMMUG00000023648	MLLT10	protein_coding	MLLT10	MLLT10
ENSMMUG00000023648	MLLT10	protein_coding	MLLT10	MLLT10
ENSMMUG00000023648	MLLT10	protein_coding	MLLT10	MLLT10
ENSMMUG00000023648	MLLT10	protein_coding	MLLT10	MLLT10
ENSMMUG00000023648	MLLT10	protein_coding	MLLT10	MLLT10
ENSMMUG00000006008	PSMB11	protein_coding	PSMB11	PSMB11
ENSMMUG00000014534		protein_coding	PITPNB	PITPNB
ENSMMUG00000014534		protein_coding	PITPNB	PITPNB
ENSMMUG00000014534		protein_coding	PITPNB	PITPNB
ENSMMUG00000008733		protein_coding	UBE3C	UBE3C
ENSMMUG00000008733		protein_coding	UBE3C	UBE3C
ENSMMUG00000008733		protein_coding	UBE3C	UBE3C
ENSMMUG00000021826		protein_coding	UBL7	UBL7
ENSMMUG00000021826		protein_coding	UBL7	UBL7
ENSMMUG00000021826		protein_coding	UBL7	UBL7
ENSMMUG00000060574		lncRNA		
ENSMMUG00000059869		snoRNA		SNORD116
ENSMMUG00000061093		misc_RNA		Metazoa_SRP
ENSMMUG00000007277		protein_coding	GTPBP1	GTPBP1
ENSMMUG00000052801		lncRNA		
ENSMMUG00000052452		protein_coding		
ENSMMUG00000063802		snoRNA		SNORD116
ENSMMUG00000063592		misc_RNA		Metazoa_SRP
ENSMMUG00000002259		protein_coding	SENP5	SENP5
ENSMMUG00000002259		protein_coding	SENP5	SENP5
ENSMMUG00000002259		protein_coding	SENP5	SENP5
ENSMMUG00000052979		protein_coding		
ENSMMUG00000006342		protein_coding	GRIP2	GRIP2
ENSMMUG00000054792		lncRNA		
ENSMMUG00000064236		lncRNA		
ENSMMUG00000017959		protein_coding	GTF2H1	GTF2H1
ENSMMUG00000017959		protein_coding	GTF2H1	GTF2H1
ENSMMUG00000017959		protein_coding	GTF2H1	GTF2H1
ENSMMUG00000002331		protein_coding	FBXO8	FBXO8
ENSMMUG00000033239		snRNA		U6
